#  Central NWS Region June Minimum Temperature,,
# Units: Degrees Fahrenheit,,
# Base Period: 2002-2022,,
# Missing: -99,,
Date,Value,Anomaly
200806,53.8,-1.5
200906,53.9,-1.4
201006,56.5,1.2
201106,54.8,-0.5
201206,55.8,0.5
201306,54.9,-0.4
201406,55.2,-0.1
201506,56.3,1
201606,56.8,1.5
201706,54.8,-0.5
201806,57.7,2.4
201906,53.8,-1.5
202006,56.5,1.2
202106,57.4,2.1
202206,55.4,0.1
