#  Western NWS Region June Precipitation,,
# Units: Inches,,
# Base Period: 2002-2022,,
# Missing: -99,,
Date,Value,Anomaly
200806,1.01,-0.08
200906,1.59,0.5
201006,1.68,0.59
201106,1.33,0.24
201206,1.17,0.08
201306,1.1,0.01
201406,0.99,-0.1
201506,0.77,-0.32
201606,0.79,-0.3
201706,0.87,-0.22
201806,1.09,0
201906,0.81,-0.28
202006,1.49,0.4
202106,0.52,-0.57
202206,1.52,0.43
