station_id,state,date,datatype,value
GHCND:USC00010063,AL,2020-05-02T00:00:00,TMIN,56
GHCND:USC00010063,AL,2020-05-03T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-03T00:00:00,TMAX,272
GHCND:USC00010063,AL,2020-05-03T00:00:00,TMIN,106
GHCND:USC00010063,AL,2020-05-04T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-04T00:00:00,TMAX,283
GHCND:USC00010063,AL,2020-05-04T00:00:00,TMIN,150
GHCND:USC00010063,AL,2020-05-05T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-05T00:00:00,TMAX,278
GHCND:USC00010063,AL,2020-05-05T00:00:00,TMIN,161
GHCND:USC00010063,AL,2020-05-06T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-07T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-07T00:00:00,TMAX,239
GHCND:USC00010063,AL,2020-05-07T00:00:00,TMIN,22
GHCND:USC00010063,AL,2020-05-08T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-08T00:00:00,TMAX,206
GHCND:USC00010063,AL,2020-05-08T00:00:00,TMIN,28
GHCND:USC00010063,AL,2020-05-09T00:00:00,PRCP,188
GHCND:USC00010063,AL,2020-05-09T00:00:00,TMAX,156
GHCND:USC00010063,AL,2020-05-09T00:00:00,TMIN,44
GHCND:USC00010063,AL,2020-05-10T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-10T00:00:00,TMAX,161
GHCND:USC00010063,AL,2020-05-10T00:00:00,TMIN,6
GHCND:USC00010063,AL,2020-05-11T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-11T00:00:00,TMAX,222
GHCND:USC00010063,AL,2020-05-11T00:00:00,TMIN,11
GHCND:USC00010063,AL,2020-05-12T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-12T00:00:00,TMAX,189
GHCND:USC00010063,AL,2020-05-12T00:00:00,TMIN,61
GHCND:USC00010063,AL,2020-05-13T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-13T00:00:00,TMAX,217
GHCND:USC00010063,AL,2020-05-13T00:00:00,TMIN,106
GHCND:USC00010063,AL,2020-05-14T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-14T00:00:00,TMAX,239
GHCND:USC00010063,AL,2020-05-14T00:00:00,TMIN,133
GHCND:USC00010063,AL,2020-05-15T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-16T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-16T00:00:00,TMAX,267
GHCND:USC00010063,AL,2020-05-16T00:00:00,TMIN,167
GHCND:USC00010063,AL,2020-05-17T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-18T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-18T00:00:00,TMAX,256
GHCND:USC00010063,AL,2020-05-18T00:00:00,TMIN,167
GHCND:USC00010063,AL,2020-05-19T00:00:00,PRCP,30
GHCND:USC00010063,AL,2020-05-19T00:00:00,TMAX,289
GHCND:USC00010063,AL,2020-05-19T00:00:00,TMIN,100
GHCND:USC00010063,AL,2020-05-20T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-20T00:00:00,TMAX,217
GHCND:USC00010063,AL,2020-05-20T00:00:00,TMIN,100
GHCND:USC00010063,AL,2020-05-21T00:00:00,PRCP,0
GHCND:USC00010063,AL,2020-05-21T00:00:00,TMAX,233
GHCND:USC00010063,AL,2020-05-21T00:00:00,TMIN,106
