#  Southern NWS Region June Minimum Temperature,,
# Units: Degrees Fahrenheit,,
# Base Period: 2002-2022,,
# Missing: -99,,
Date,Value,Anomaly
200806,66.6,0.2
200906,66.5,0.1
201006,68.8,2.4
201106,67.9,1.5
201206,65.9,-0.5
201306,67,0.6
201406,66.9,0.5
201506,66.9,0.5
201606,67.1,0.7
201706,66.1,-0.3
201806,68.6,2.2
201906,65.3,-1.1
202006,66,-0.4
202106,66.9,0.5
202206,67.9,1.5
