timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-04T14:41:16,codecarbon,92a98771-ec15-436e-b06d-a145f43f8034,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1069.82520943298,0.000518681380807904,4.848281534539752e-07,5.0,0.0,3.0,0.0014838621054740443,0,0.000889591472796941,0.0023734535782709847,United States,USA,district of columbia,,,macOS-14.3.1-x86_64-i386-64bit,3.12.2,2.8.1,8,Intel(R) Core(TM) i5-1030NG7 CPU @ 1.10GHz,,,-77.0137,38.8898,8.0,machine,N,1.0
